SEXO, SEDE, CODIGO DEL PROGRAMA, PROGRAMA, CODIGO DE LA FACULTAD FACULTAD, FACULTAD, CODIGO DEL PAIS, PAIS NACIMIENTO, COD_DEPTO_NACE, DEPARTAMENTO_NACE, COD_MUNI_NACE, NOMBRE_MUNI_NACE, COD_PAIS_VIVE, PAIS_VIVE, COD_DEPTO_VIVE, DEPARTAMENTO_VIVE, COD_MUNI_VIVE, NOMBRE_MUNI_VIVE, CREDITOS_ULTIM_SEMEST_MATRIC, SEMESTRE_INICIA_PROGRAMA, CRED_CURS_PROG , CRED_APROB_PROG, PROMEDIO_SEMESTRE, PROMEDIO_PROGRAMA
FEME, CARMENVI, 1466, LIC. EN FILOSOFÍA-C VIBOR, 14, INSTITUTO DE FILOSOFÍA, 46, COLOMBIA, 5, ANTIOQUIA, 674, SAN VICENTE, 46, COLOMBIA, 5, ANTIOQUIA, 674, SAN VICENTE, 16, 20141, 184, 184, 4.64, 4.38

MASC, CARMENVI, 1634, LIC ED HUMAN L CAST-C VIB, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 674, SAN VICENTE, 46, COLOMBIA, 5, ANTIOQUIA, 674, SAN VICENTE, 21, 20171, 50, 50, 4.25, 4.06

FEME, STAFEANT, 113, ADMON DE EMPRESA-S FE ANT, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 761, SOPETRAN, 46, COLOMBIA, 5, ANTIOQUIA, 761, SOPETRAN, 12, 20141, 150, 150, 4.43, 4.09

FEME, YARUMAL, 327, TRABAJO SOCIAL - YARUMAL, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 18, 20171, 50, 50, 4, 3.89

MASC, YARUMAL, 332, PSICOLOGÍA - YARUMAL, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 8, 20142, 178, 174, 4.55, 3.99

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 15, 20132, 131, 127, 4.28, 3.76

MASC, YARUMAL, 115, ADMON DE EMPRESA-YARUMAL, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 9, 20151, 93, 84, 2.98, 3.26

FEME, YARUMAL, 959, TEC SANEA/AMBIEN-YARUMAL, 70, FAC DE SALUD PÚBLICA, 46, COLOMBIA, 5, ANTIOQUIA, 854, VALDIVIA, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 11, 20162, 64, 53, 3.46, 3.57

MASC, YARUMAL, 115, ADMON DE EMPRESA-YARUMAL, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 66, RISARALDA, 1, PEREIRA, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 18, 20151, 106, 102, 4.1, 3.72

MASC, CARMENVI, 524, INGE BIOQUÍMICA-CARMEN, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 697, SANTUARIO, 46, COLOMBIA, 5, ANTIOQUIA, 697, SANTUARIO, 9, 20172, 49, 46, 3.61, 3.47

FEME, CARMENVI, 901, NUTRIC Y DIETÉTICA -CARM, 80, ESC NUTRICIÓN Y DIETÉTICA, 46, COLOMBIA, 5, ANTIOQUIA, 697, SANTUARIO, 46, COLOMBIA, 5, ANTIOQUIA, 697, SANTUARIO, 17, 20171, 48, 48, 4.69, 4.63

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 10, 20131, 105, 95, 3.91, 3.74

MASC, TURBO, 1423, LICENC EN MÚSICA- TURBO, 2, FACULTAD DE ARTES, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 12, 20141, 144, 124, 3.97, 3.58

FEME, TURBO, 105, ADMINIST DE EMPRESA-TURBO, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 9, 20141, 153, 147, 3.99, 3.71

FEME, TURBO, 540, ING. OCEANOGRÁFICA-TURBO, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 14, 20131, 144, 126, 4.42, 3.56

FEME, TURBO, 312, PSICOLOGÍA - TURBO, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 6, 20141, 190, 190, 4.26, 4.11

MASC, TURBO, 922, GEST ECOL Y TURISMO-TURBO, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 18, 20151, 95, 81, 3.45, 3.76

FEME, TURBO, 312, PSICOLOGÍA - TURBO, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 6, 20141, 190, 190, 4.46, 4.22

FEME, TURBO, 759, TECN REG. FARMACIA -TURBO, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 17, 20171, 42, 30, 4.22, 3.18

FEME, APARTADO, 335, TRABAJO SOCIAL-APARTADÓ, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 16, 20172, 34, 34, 3.78, 3.8

FEME, TURBO, 950, ECOL ZONAS COSTERAS-TURBO, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 13, 20171, 41, 36, 3.86, 3.44

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 13, 20171, 24, 24, 3.56, 3.88

MASC, MEDELLIN, 506, ING DE SISTEMAS, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 15, BOYACA, 572, PUERTO BOYACA, 46, COLOMBIA, 5, ANTIOQUIA, 88, BELLO, 13, 20161, 71, 59, 3.18, 3.43

MASC, MEDELLIN, 506, ING DE SISTEMAS, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 23, CORDOBA, 660, SAHAGUN, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 13, 20112, 170, 149, 4.13, 3.77

MASC, CAUCASIA, 919, TEC SANEA/AMBIEN-CAUCASIA, 70, FAC DE SALUD PÚBLICA, 46, COLOMBIA, 23, CORDOBA, 580, PUERTO LIBERTAD, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 18, 20161, 91, 91, 4.3, 4.12

FEME, CAUCASIA, 319, TRABAJO SOCIAL - CAUCASIA, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 23, CORDOBA, 350, LA APARTADA (LA, 46, COLOMBIA, 23, CORDOBA, 350, LA APARTADA (LA, 16, 20172, 34, 34, 4.08, 3.88

FEME, CAUCASIA, 1688, LIC PED INFANTIL-CAUCASIA, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 23, CORDOBA, 555, PLANETA RICA, 46, COLOMBIA, 23, CORDOBA, 555, PLANETA RICA, 22, 20142, 135, 130, 4.04, 4

FEME, CAUCASIA, 1688, LIC PED INFANTIL-CAUCASIA, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 23, CORDOBA, 555, PLANETA RICA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 19, 20142, 143, 143, 4.58, 4.38

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 23, CORDOBA, 1, MONTERIA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 15, 20181, 14, 14, 4.1, 4.1

FEME, APARTADO, 119, ADMINIST DE EMPRESA-APART, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 23, CORDOBA, 1, MONTERIA, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 18, 20181, 17, 17, 4.02, 4.02

MASC, MEDELLIN, 536, ING TELECOMUNICACIONES, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 579, PUERTO BERRIO, 46, COLOMBIA, 5, ANTIOQUIA, 88, BELLO, 11, 20182, 0, 1, 9.99, 9.99

FEME, TURBO, 312, PSICOLOGÍA - TURBO, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 86, PUTUMAYO, 568, PUERTO ASIS, 46, COLOMBIA, 86, PUTUMAYO, 568, PUERTO ASIS, 6, 20141, 190, 190, 4.56, 4.39

FEME, CARMENVI, 117, DLLO TERRITORIAL-CARMEN, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 66, RISARALDA, 1, PEREIRA, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 16, 20152, 84, 82, 3.99, 4.01

MASC, CAUCASIA, 716, ING.AGROPECUARIA-CAUCASIA, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 120, CACERES, 46, COLOMBIA, 5, ANTIOQUIA, 120, CACERES, 24, 20162, 72, 69, 3.91, 3.71

MASC, MEDELLIN, 537, ING AMBIENTAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 250, EL BAGRE, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 13, 20162, 45, 38, 3.9, 3.34

FEME, STAFEANT, 321, PSICOLOGÍA -STA FE ANTIOQ, 9, FAC CCIAS SOCIALES Y HUM., 233, VENEZUELA, 3, CARACAS, 1, CARACAS, 46, COLOMBIA, 13, BOLIVAR, 1, CARTAGENA, 8, 20172, 44, 44, 4.18, 4.35

FEME, TURBO, 759, TECN REG. FARMACIA -TURBO, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 5, ANTIOQUIA, 172, CHIGORODO, 46, COLOMBIA, 5, ANTIOQUIA, 172, CHIGORODO, 12, 20171, 35, 22, 3.13, 3.01

MASC, MEDELLIN, 537, ING AMBIENTAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 20, 20132, 183, 150, 3.63, 3.25

FEME, CARMENVI, 206, BIOLOGÍA - CARMEN DE VIB., 3, FAC CCIAS EXACTAS Y NAT, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 5, 20182, 0, 8, 9.99, 9.99

FEME, CARMENVI, 311, PSICOLOG-CARMEN DE VIBORA, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 24, 20181, 22, 26, 3.97, 3.97

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 440, MARINILLA, 46, COLOMBIA, 5, ANTIOQUIA, 440, MARINILLA, 16, 20181, 15, 15, 4.3, 4.3

MASC, CARMENVI, 782, CIENCIAS CULIN-CARMEN VIB, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 440, MARINILLA, 10, 20172, 34, 20, 2.7, 3.08

MASC, APARTADO, 119, ADMINIST DE EMPRESA-APART, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 172, CHIGORODO, 46, COLOMBIA, 5, ANTIOQUIA, 172, CHIGORODO, 16, 20181, 17, 10, 3.22, 3.22

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 10, 20182, 0, 1, 9.99, 9.99

MASC, APARTADO, 545, INGENIERÍA CIVIL-APARTADÓ, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 15, 20172, 33, 29, 3.45, 3.35

FEME, CARMENVI, 705, MEDIC VETERINAR-CARMEN V., 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 88, BELLO, 46, COLOMBIA, 5, ANTIOQUIA, 318, GUARNE, 18, 20171, 65, 65, 3.85, 3.96

MASC, CAUCASIA, 101, ADM DE EMPRESAS- CAUCASIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 266, ENVIGADO, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 18, 20152, 99, 96, 4.08, 3.9

MASC, MEDELLIN, 536, ING TELECOMUNICACIONES, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 9, 20171, 41, 41, 3.77, 4.13

MASC, TURBO, 925, OCEANOGRAFÍA - TURBO, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 7, 20122, 105, 149, 3.75, 3.61

FEME, AMALFI, 354, DERECHO - AMALFI, 10, FACULTAD DE DERECHO, 46, COLOMBIA, 5, ANTIOQUIA, 31, AMALFI, 46, COLOMBIA, 5, ANTIOQUIA, 31, AMALFI, 17, 20141, 179, 179, 4.64, 4.39

FEME, AMALFI, 354, DERECHO - AMALFI, 10, FACULTAD DE DERECHO, 46, COLOMBIA, 5, ANTIOQUIA, 31, AMALFI, 46, COLOMBIA, 5, ANTIOQUIA, 31, AMALFI, 19, 20142, 160, 160, 4.02, 3.88

MASC, YARUMAL, 1685, LIC ED HUMANIDADES-YARUMA, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 18, 20171, 56, 56, 4.63, 4.56

FEME, MEDELLIN, 537, ING AMBIENTAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 68, SANTANDER, 1, BUCARAMANGA, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 12, 20131, 150, 130, 3.35, 3.43

FEME, CAUCASIA, 1688, LIC PED INFANTIL-CAUCASIA, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 495, NECHI, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 19, 20142, 143, 143, 4.38, 4.5

FEME, CAUCASIA, 1639, LIC EDU:C NAT-CAUCASIA, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 13, 20141, 174, 169, 4.22, 3.82

FEME, CAUCASIA, 101, ADM DE EMPRESAS- CAUCASIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 18, 20161, 99, 93, 3.55, 3.62

FEME, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 13, BOLIVAR, 1, CARTAGENA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 9, 20161, 52, 40, 4.4, 3.38

FEME, APARTADO, 119, ADMINIST DE EMPRESA-APART, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 15, 20152, 102, 90, 3.72, 3.4

FEME, SEGOVIA, 116, ADMON DE EMPRESA-SEGOVIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 12, 20151, 108, 99, 3.93, 3.65

FEME, MEDELLIN, 506, ING DE SISTEMAS, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 23, CORDOBA, 1, MONTERIA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 24, 20151, 120, 108, 3.92, 3.72

FEME, ANDES, 330, TRABAJO SOCIAL - ANDES, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 34, ANDES, 46, COLOMBIA, 5, ANTIOQUIA, 34, ANDES, 18, 20171, 50, 50, 4.5, 4.45

FEME, CARMENVI, 769, TEC REG FARM-CARMEN VIBOR, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 14, 20181, 15, 17, 3.77, 3.77

FEME, CARMENVI, 782, CIENCIAS CULIN-CARMEN VIB, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 15, 20172, 36, 36, 4.64, 4.6

FEME, CAREPA, 356, DERECHO - CAREPA, 10, FACULTAD DE DERECHO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 20, 20161, 102, 102, 3.72, 3.86

MASC, MEDELLIN, 536, ING TELECOMUNICACIONES, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 14, 20142, 64, 52, 2.97, 3.28

MASC, STAFEANT, 113, ADMON DE EMPRESA-S FE ANT, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 9, 20122, 150, 147, 4.24, 3.94

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 129, CALDAS, 13, 20112, 121, 92, 2.86, 3.33

MASC, MEDELLIN, 506, ING DE SISTEMAS, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 13, 20131, 162, 161, 4.23, 4.49

MASC, CAREPA, 356, DERECHO - CAREPA, 10, FACULTAD DE DERECHO, 46, COLOMBIA, 5, ANTIOQUIA, 490, NECOCLI, 46, COLOMBIA, 5, ANTIOQUIA, 490, NECOCLI, 20, 20161, 102, 102, 4.76, 4.44

MASC, MEDELLIN, 536, ING TELECOMUNICACIONES, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 19, CAUCA, 455, MIRANDA, 46, COLOMBIA, 5, ANTIOQUIA, 686, SANTA ROSA DE O, 18, 20142, 124, 108, 3.98, 3.54

MASC, MEDELLIN, 506, ING DE SISTEMAS, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 12, 20171, 38, 30, 2.95, 3.24

FEME, CARMENVI, 921, GEST ECOL-TURISMO-CM VIB, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 18, 20172, 33, 33, 3.86, 3.84

FEME, CARMENVI, 921, GEST ECOL-TURISMO-CM VIB, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 148, CARMEN DE VIBOR, 15, 20182, 0, 6, 9.99, 9.99

FEME, TURBO, 950, ECOL ZONAS COSTERAS-TURBO, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 11, 20181, 8, 8, 9.99, 9.99

MASC, APARTADO, 545, INGENIERÍA CIVIL-APARTADÓ, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 15, 20171, 33, 29, 3.63, 3.55

FEME, APARTADO, 338, COMU SOCIAL PER - APARTAD, 12, FAC DE COMUNICACIONES, 46, COLOMBIA, 5, ANTIOQUIA, 129, CALDAS, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 23, 20181, 22, 22, 3.61, 3.61

FEME, CARMENVI, 529, TEC BIOMÉDICA- CARMEN, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 20, 20161, 68, 61, 3.64, 3.61

FEME, APARTADO, 338, COMU SOCIAL PER - APARTAD, 12, FAC DE COMUNICACIONES, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 23, 20181, 22, 22, 3.85, 3.85

MASC, APARTADO, 119, ADMINIST DE EMPRESA-APART, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 18, 20181, 17, 17, 3.91, 3.91

MASC, APARTADO, 119, ADMINIST DE EMPRESA-APART, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 16, 20181, 17, 13, 3.52, 3.52

MASC, APARTADO, 339, PSICOLOGÍA - APARTADÓ, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 20, 20172, 48, 48, 3.88, 3.94

FEME, CAUCASIA, 121, CONTADURÍA - CAUCASIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 120, CACERES, 46, COLOMBIA, 5, ANTIOQUIA, 120, CACERES, 19, 20171, 33, 32, 3.49, 3.57

MASC, ANDES, 114, CONTADURÍA - ANDES, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 101, BOLIVAR, 46, COLOMBIA, 5, ANTIOQUIA, 101, BOLIVAR, 12, 20172, 34, 27, 3.32, 3.39

MASC, CARMENVI, 1478, LIC LENG EXTRANJ-CARMEN V, 13, ESCUELA DE IDIOMAS, 46, COLOMBIA, 5, ANTIOQUIA, 318, GUARNE, 46, COLOMBIA, 5, ANTIOQUIA, 318, GUARNE, 16, 20151, 112, 112, 4.79, 4.49

FEME, CARMENVI, 901, NUTRIC Y DIETÉTICA -CARM, 80, ESC NUTRICIÓN Y DIETÉTICA, 46, COLOMBIA, 5, ANTIOQUIA, 318, GUARNE, 46, COLOMBIA, 5, ANTIOQUIA, 318, GUARNE, 10, 20181, 16, 12, 3.21, 3.21

FEME, P-BERRIO, 118, ADM DE EMPRESAS- P BERRIO, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 150, CAROLINA, 46, COLOMBIA, 5, ANTIOQUIA, 425, MACEO, 15, 20151, 112, 108, 3.93, 3.81

MASC, MEDELLIN, 506, ING DE SISTEMAS, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 14, 20181, 12, 4, 3.03, 3.03

FEME, CAUCASIA, 121, CONTADURÍA - CAUCASIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 21, 20171, 46, 46, 3.93, 3.82

FEME, CAUCASIA, 1639, LIC EDU:C NAT-CAUCASIA, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 13, 20141, 178, 169, 4.44, 3.73

FEME, CAUCASIA, 919, TEC SANEA/AMBIEN-CAUCASIA, 70, FAC DE SALUD PÚBLICA, 46, COLOMBIA, 5, ANTIOQUIA, 495, NECHI, 46, COLOMBIA, 5, ANTIOQUIA, 495, NECHI, 19, 20171, 50, 50, 4.25, 4.2

FEME, CARMENVI, 901, NUTRIC Y DIETÉTICA -CARM, 80, ESC NUTRICIÓN Y DIETÉTICA, 46, COLOMBIA, 5, ANTIOQUIA, 607, RETIRO, 46, COLOMBIA, 5, ANTIOQUIA, 607, RETIRO, 16, 20181, 16, 16, 3.99, 3.99

MASC, CARMENVI, 1478, LIC LENG EXTRANJ-CARMEN V, 13, ESCUELA DE IDIOMAS, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 607, RETIRO, 16, 20181, 16, 16, 3.94, 3.94

MASC, CAREPA, 719, ING. AGROPECUARIA - CAREP, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 16, 20172, 26, 26, 3.65, 3.7

FEME, APARTADO, 120, CONTADURÍA - APARTADÓ, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 13, 20161, 61, 60, 3.83, 3.69

